neighborhood,room_arrangement,house_type,square_meters,price_including_loans,price_per_square_meters,built_in,floor,has_elevator,shape,lot,energy_classification
Punavuori,"1h, avok, kph",apartment,35.0,360000,10286,1937,4/5,True,good,owned,C-2018
Katajanokka,1h+k+alk+kph+la...,apartment,35.5,255000,7183,1982,4/6,True,satisfactory,rented,E-2007
Pihlajamäki,1h+k+kph,apartment,39.5,160000,4051,1965,2/3,False,good,rented,E-2007
Kulosaari,"1h, avok, kph, ...",apartment,26.5,237000,8943,1960,1/4,True,good,owned,F-2013
Etelä-haaga,1h+kk,apartment,29.0,208000,7172,1961,2/3,False,satisfactory,owned,F-2007
Konala,1 h+kk,apartment,31.0,147500,4758,1962,3/4,False,satisfactory,owned,E-2018
Käpylä,"1h, k, kph",apartment,38.0,247000,6500,1939,2/2,False,satisfactory,rented,F
Oulunkylä,autotalli,apartment,20.0,26500,1325,1977,1/1,True,good,owned,E-2018
Alppila,1h+kk,apartment,26.0,209000,8038,1963,4/9,True,satisfactory,owned,F-2013
Pukinmäki,"1h, kk",apartment,30.0,150000,5000,1986,2/3,False,good,owned,
Kamppi,"1h, avokeitti..",apartment,31.0,350000,11290,1906,1/5,True,good,owned,D-2007
Kamppi,1h + k,apartment,32.5,272000,8369,1939,3/5,True,satisfactory,owned,F-2007
Punavuori,1h+k+kph+alkovi,apartment,33.0,328000,9939,1931,2/4,True,good,owned,D-2018
Vallila,1h+k+kph,apartment,40.0,275000,6875,1925,3/3,False,satisfactory,rented,E-2007
Käpylä,"1 h, k, kph, et",rowhouse,43.0,245000,5698,1921,2/2,False,good,rented,D-2018
Munkkivuori,"1h,kk,kh",apartment,24.7,170000,6883,1957,4/4,False,good,rented,G-2013
Viikinmäki,"1h, kt (yht.j..",apartment,29.5,184400,6251,2022,3/3,True,good,rented,
Kontula,"1h, kk, alkovi,...",apartment,31.5,95000,3016,1967,1/8,True,satisfactory,rented,G-2013
Kamppi,"1h, k, kph, parvi",apartment,35.0,347000,9914,1906,3/5,True,satisfactory,owned,D-2018
Sörnäinen,"1h, k, alk, kph",apartment,48.0,320000,6667,1937,3/8,True,good,owned,F-2007
Konala,"1h, kk, kph + l...",apartment,31.0,158000,5097,1962,1/4,False,good,owned,F-2013
Kallio,"1h, k, kph, vh",apartment,34.0,270000,7941,1927,3/7,True,good,owned,F-2013
Kallio,"1h, kk, kph, ra...",apartment,21.5,204200,9498,1954,4/6,True,satisfactory,owned,F-2013
Töölö,"1h, k",apartment,27.2,277000,10184,1937,1/7,True,good,owned,F-2013
Kallio,1h+kk,apartment,27.5,238000,8655,1961,1/6,True,good,owned,G-2013
Koskela,"1h, kt",apartment,30.0,230000,7667,2021,6/7,True,good,rented,A-2018
Niemenmäki,"1h, k, kph, las...",apartment,40.0,211600,5290,1962,1/7,True,satisfactory,rented,E-2007
Vallila,"1 huone, alkovi...",apartment,51.0,313000,6137,1926,2/4,False,good,rented,E-2007
Kallio,1h + kk + kph,apartment,19.5,213000,10923,1913,4/6,False,good,owned,E-2007
Pukinmäki,1h+kk,apartment,31.5,154000,4889,1992,3/6,True,satisfactory,owned,E-2013
Harju,"1h, avok, kph",apartment,20.0,172000,8600,1911,1/3,False,satisfactory,owned,G-2013
Ylä-malmi,1h+kk+kph+parveke,apartment,23.5,140500,5979,1970,3/3,False,satisfactory,owned,E-2018
Koskela,"1h, kt",apartment,28.0,210000,7500,2021,5/7,True,good,rented,A-2018
Maunula,"1h, kk",apartment,29.0,158027,5449,1963,1/4,False,satisfactory,rented,D-2007
Kulosaari,"1h, kk, parveke",apartment,29.0,226000,7793,1979,4/4,True,good,owned,E-2018
Kallio,"Osake, autohall...",apartment,12.5,55000,4400,1894,-1/5,True,good,owned,D-2018
Kamppi,"1h, keittotila,...",apartment,15.0,170000,11333,1936,1/4,False,satisfactory,owned,E-2018
Punavuori,1h+kk+sh ,apartment,23.5,228000,9702,1938,2/5,True,satisfactory,owned,F-2013
Jätkäsaari,"1h, avok, kph, ...",apartment,31.0,313000,10097,2017,5/8,True,good,owned,C-2013
Hakaniemi,"1h, avok, kph/wc",apartment,39.2,330000,8418,1928,7/7,True,good,owned,G-2014
Sörnäinen,1 h + kk ,apartment,27.0,210000,7778,1911,3/6,False,,owned,F-2013
Punavuori,1h+kk+kh,apartment,29.0,287000,9897,1930,5/6,True,good,owned,F-2013
Puotila,1h+kk,apartment,33.0,158350,4798,1960,1/3,False,good,rented,D-2007
Punavuori,"1h, k, m. alk, WC",apartment,33.5,305000,9104,1938,5/5,True,good,owned,D-2007
Koskela,"1h, kt",apartment,28.0,200000,7143,2021,3/7,True,good,rented,A-2018
Kallio,"1h, pk, kph",apartment,32.4,231000,7130,1929,2/6,True,,owned,D-2007
Malminkartano,"1h, kk, parveke...",apartment,35.5,144000,4056,1988,1/3,True,good,rented,F-2013
Kamppi,1h+kk,apartment,27.3,242500,8883,1926,2/4,True,good,owned,D-2007
Kamppi,1h+k+kph,apartment,36.0,324000,9000,1929,4/4,False,good,owned,E-2007
Kallio,1h+kk+kph,apartment,40.0,250000,6250,1938,6/6,True,,owned,F-2007
Pukinmäki,1h+kk+kph+alkovi+p,apartment,28.5,147000,5158,1970,2/4,False,good,owned,E-2007
Viikinmäki,"1 h, avok, kh, ...",apartment,30.0,181000,6033,2022,1/3,True,good,rented,B-2018
Honkasuo,"1h,kt,alkovi,pa...",apartment,32.0,181000,5656,2017,2/2,False,good,rented,C-2013
Oulunkylä,"1h, avokk, kph,...",apartment,32.0,205000,6406,1963,3/3,True,good,owned,C-2018
Ullanlinna,1h+k+kph,apartment,33.6,305000,9077,1927,2/7,False,satisfactory,owned,E-2013
Alppiharju,"1h, kk, alkovi,...",apartment,34.8,245000,7040,1928,6/6,True,satisfactory,owned,E-2013
Katajanokka,1H+KT+ALK+S+VH,apartment,59.0,552000,9356,1940,4/8,True,good,owned,C-2018
Vallila,"1h, kk, kph",apartment,18.5,165000,8919,1939,3/4,False,good,rented,G-2013
Alppila,"1h, kk, kph",apartment,26.0,229600,8831,1912,2/4,False,satisfactory,owned,F-2007
Pohjois-haaga,1h+kk,apartment,27.0,183500,6796,1958,3/4,False,good,rented,F-2013
Punavuori,1h+kk+alk.,apartment,27.3,266000,9744,1938,3/5,True,good,owned,F-2013
Töölö,1h+makuualkovi+...,apartment,48.5,325000,6701,1925,3/6,True,good,owned,D-2007
Kamppi,"1h, makuutila, ...",apartment,33.0,293000,8879,1926,5/5,True,satisfactory,owned,D-2007
Munkkivuori,"1 h, kk, alkovi...",apartment,23.8,161000,6765,1957,4/5,False,satisfactory,rented,G-2013
Itäkeskus,1h+kk+ wc/kph+ ...,apartment,29.0,145000,5000,1981,3/4,True,good,rented,D-2018
Etelä-haaga,"1h, avok., kph",apartment,35.0,235000,6714,1956,2/3,False,good,owned,F-2013
Kannelmäki,"1h, kk, kph, s,...",apartment,36.0,157000,4361,1985,5/6,True,satisfactory,owned,F-2007
Kallio,"1h,kk",apartment,21.0,195500,9310,1932,4/7,True,good,owned,D-2007
Kallio,"1h,kk",apartment,21.5,180500,8395,1939,2/6,True,good,owned,F-2013
Puotila,"1h, k",apartment,24.0,156000,6500,1962,1/4,False,satisfactory,owned,F
Pukinmäki,1h+kk,apartment,30.0,145500,4850,1981,4/6,True,,owned,D-2007
Siltamäki,1 h+kk,apartment,33.0,135000,4091,1971,2/2,False,good,owned,F-2013
Etu-töölö,1h+k,apartment,39.0,350000,8974,1927,5/6,True,satisfactory,owned,G-2007
Munkkiniemi,1h+k+kph,apartment,40.0,300500,7513,1953,2/6,True,satisfactory,owned,D-2007
Töölö,1k+k,apartment,18.5,212000,11459,1936,1/5,True,good,owned,C-2007
Punavuori,1h+kk+kph,apartment,20.0,221000,11050,1952,3/5,True,good,owned,E-2013
Munkkivuori,"1h, kk, kph",apartment,21.0,165000,7857,1962,2/4,True,satisfactory,owned,E-2007
Vallila,1h+kk+kph,apartment,34.5,263000,7623,1929,1/4,True,good,rented,F-2007
Kallio,"1h, avok, kph",apartment,40.0,280000,7000,1938,4/6,True,good,owned,F
Kallio,1h+kk,apartment,30.0,251000,8367,1912,3/6,True,good,owned,D-2007
Kallio,1h+kk,apartment,30.0,251000,8367,1912,3/6,True,good,owned,D-2007
Pukinmäki,"1h, kk, s, lasi...",apartment,31.0,161000,5194,1991,1/2,False,good,owned,D-2018
Hermanni,"1-2 h, k, kph",apartment,40.3,268000,6650,1952,4/6,True,good,rented,D-2007
Punavuori,"1h, k, kph",apartment,26.0,245000,9423,1912,4/5,False,satisfactory,owned,G-2013
Puotila,"1h, kk, kh",apartment,29.0,140000,4828,1961,3/3,False,good,rented,E-2007
Töölö,1h+kk+alkovi+kph,apartment,29.0,230000,7931,1936,3/4,True,satisfactory,owned,F-2013
Punavuori,"1h, k, alk",apartment,32.7,288000,8807,1938,4/5,True,satisfactory,owned,F-2018
Kannelmäki,"1h,kk,kph,vth",apartment,33.0,131000,3970,1974,1/5,True,good,rented,E-2013
Aurinkolahti,"1h, kt, kph, la...",apartment,37.5,237000,6320,2015,6/13,True,good,owned,C-2007
Kaartinkaupunki,"1h, k, kph (yj....",apartment,39.0,330000,8462,1908,3/3,False,satisfactory,owned,G-2013
Kallio,"1h, kk, kph",apartment,27.0,240000,8889,1961,2/6,True,good,owned,F-2013
Harju,"1h, avok, kph, ...",apartment,28.0,223000,7964,1936,3/6,True,good,owned,F-2013
Punavuori,"1h, avok, alkov...",apartment,36.5,368000,10082,1929,5/6,True,good,owned,E-2007
Töölö,"1h, avok, kph, ...",apartment,40.0,350000,8750,1935,6/6,True,good,owned,E-2018
Kruununhaka,1h+kk,apartment,17.0,220500,12971,1939,3/5,True,good,owned,E-2007
Lauttasaari,"1h, k",apartment,26.5,236000,8906,1959,2/4,False,good,owned,G-2013
Kruununhaka,"1h,k,wc,alkovi",apartment,47.0,363000,7723,1908,1/5,True,good,owned,
Kallio,1h+avok+kph,apartment,26.5,240000,9057,1929,2/6,True,good,owned,E-2013
Punavuori,1h+kk+vh,apartment,29.5,249000,8441,1984,3/7,True,,owned,G-2013
Lauttasaari,1h+kk+parveke,apartment,30.0,245000,8167,1952,3/4,True,,owned,F-2007
Kallio,"1h, kk, kph",apartment,31.5,239500,7603,1907,-1/4,False,satisfactory,owned,F-2013
Kallio,1h+k+alk+vh+kph,apartment,36.0,277000,7694,1964,8/8,True,good,owned,F-2013
Etu-töölö,"1h,k,alk,kph",apartment,52.0,385000,7404,1928,2/6,True,good,owned,C-2007
Etu-töölö,1h+keittiö...,apartment,22.5,249000,11067,1922,4/6,True,good,owned,D-2018
Vuosaari,1+k+kph,apartment,23.5,133000,5660,1965,3/3,False,good,owned,
Vallila,"1h, k, alk, kph",apartment,30.5,191000,6262,1928,3/4,False,satisfactory,owned,G-2013
Alppikylä,1h+k+alkovi,apartment,33.0,173187,5248,2021,2/2,False,good,rented,
Kamppi,1H+KK,apartment,31.0,310000,10000,1988,6/6,True,good,owned,D-2018
Kallio,"1h,kk",apartment,23.0,216223,9401,1927,3/5,True,good,owned,C-2018
Meilahti,1h+kk+kph,apartment,25.0,205000,8200,1946,1/7,True,satisfactory,owned,E-2013
Sörnäinen,"1h, avok, kph",apartment,29.5,247000,8373,1933,3/7,True,good,owned,E-2007
Kamppi,1 h+kph,apartment,19.4,208000,10722,1932,1/4,True,good,owned,
Munkkiniemi,1+kk,apartment,24.0,174250,7260,1938,1/6,True,satisfactory,owned,E-2007
Kallio,"1h, avok, kph, ...",apartment,26.5,190000,7170,1908,3/5,False,good,owned,D-2018
Kruununhaka,1h+avok.+kph+er...,apartment,33.5,330000,9851,1906,1/4,False,good,owned,G-2007
Punavuori,"1h, avok, alk, ...",apartment,34.5,435000,12609,2023,6/8,True,good,owned,
